NOT LS; nlkp_i_9; 16442.4; 1.17237e+06; 2184; 97.32; 
NOT LS; nlkp_i_9; 16461.4; 1.1723e+06; 2716; 119.687; 
NOT LS; nlkp_i_9; 16432.4; 1.17239e+06; 2688; 119.638; 
NOT LS; nlkp_i_9; 16445.2; 1.1724e+06; 2574; 117.81; 
NOT LS; nlkp_i_9; 16419.9; 1.1724e+06; 1057; 47.52; 
NOT LS; nlkp_i_9; 16432.1; 1.17223e+06; 2417; 105.706; 
NOT LS; nlkp_i_9; 16457.3; 1.1724e+06; 2750; 119.091; 
NOT LS; nlkp_i_9; 16473.5; 1.1724e+06; 2727; 119.076; 
NOT LS; nlkp_i_9; 16430.6; 1.17239e+06; 2191; 96.977; 
NOT LS; nlkp_i_9; 16447.1; 1.17209e+06; 2556; 115.041; 
Best; nlkp_i_9; 16473.5; 1.1724e+06; 2727; 119.076; 

