NOT LS; nlkp_i_7; 3283.53; 239800; 8491; 105.973; 
NOT LS; nlkp_i_7; 3284.5; 239800; 9518; 119.099; 
NOT LS; nlkp_i_7; 3287.77; 239797; 9522; 115.593; 
NOT LS; nlkp_i_7; 3284.34; 239797; 9531; 117.457; 
NOT LS; nlkp_i_7; 3288.7; 239800; 9271; 115.239; 
NOT LS; nlkp_i_7; 3284.25; 239799; 8820; 112.772; 
NOT LS; nlkp_i_7; 3283.06; 239798; 8760; 106.565; 
NOT LS; nlkp_i_7; 3283.62; 239798; 7994; 100.744; 
NOT LS; nlkp_i_7; 3283.87; 239799; 10152; 119.615; 
NOT LS; nlkp_i_7; 3284.67; 239799; 9910; 118.728; 
Best; nlkp_i_7; 3288.7; 239800; 9271; 115.239; 

