NOT LS; nlkp_i_15; 210.133; 23432; 15807; 94.019; 
NOT LS; nlkp_i_15; 210.03; 23432; 287; 1.699; 
NOT LS; nlkp_i_15; 210.133; 23432; 9188; 55.116; 
NOT LS; nlkp_i_15; 210.03; 23432; 713; 4.209; 
NOT LS; nlkp_i_15; 210.03; 23432; 2245; 13.52; 
NOT LS; nlkp_i_15; 210.133; 23432; 2387; 14.213; 
NOT LS; nlkp_i_15; 210.133; 23432; 18649; 111.294; 
NOT LS; nlkp_i_15; 210.019; 23432; 17; 0.112; 
NOT LS; nlkp_i_15; 210.019; 23432; 9049; 54.495; 
NOT LS; nlkp_i_15; 210.03; 23432; 2123; 12.854; 
Best; nlkp_i_15; 210.133; 23432; 15807; 94.019; 

