NOT LS; nlkp_i_4; 7334.67; 517748; 6093; 107.188; 
NOT LS; nlkp_i_4; 7322.03; 517750; 6043; 105.602; 
NOT LS; nlkp_i_4; 7326.53; 517750; 6197; 108.855; 
NOT LS; nlkp_i_4; 7335.65; 517744; 6817; 119.939; 
NOT LS; nlkp_i_4; 7321.92; 517749; 6603; 116.667; 
NOT LS; nlkp_i_4; 7330.15; 517749; 6165; 108.183; 
NOT LS; nlkp_i_4; 7337.89; 517455; 6821; 120.013; 
NOT LS; nlkp_i_4; 7327.95; 517745; 6638; 116.424; 
NOT LS; nlkp_i_4; 7332.97; 517750; 6134; 108.126; 
NOT LS; nlkp_i_4; 7322.75; 517750; 6520; 114.412; 
Best; nlkp_i_4; 7337.89; 517455; 6821; 120.013; 

