NOT LS; nlkp_i_18; 458.838; 44750; 3796; 22.971; 
NOT LS; nlkp_i_18; 458.836; 44750; 16571; 98.551; 
NOT LS; nlkp_i_18; 458.838; 44750; 5550; 32.975; 
NOT LS; nlkp_i_18; 458.839; 44749; 17450; 103.132; 
NOT LS; nlkp_i_18; 458.846; 44750; 19602; 116.262; 
NOT LS; nlkp_i_18; 458.836; 44748; 3326; 19.779; 
NOT LS; nlkp_i_18; 458.843; 44748; 16346; 96.46; 
NOT LS; nlkp_i_18; 458.837; 44749; 16351; 97.358; 
NOT LS; nlkp_i_18; 458.822; 44749; 17596; 104.435; 
NOT LS; nlkp_i_18; 458.845; 44749; 14282; 84.495; 
Best; nlkp_i_18; 458.846; 44750; 19602; 116.262; 

