NOT LS; nlkp_i_11; 734.877; 46049; 17261; 115.81; 
NOT LS; nlkp_i_11; 734.885; 46050; 13975; 92.921; 
NOT LS; nlkp_i_11; 734.88; 46050; 1293; 8.611; 
NOT LS; nlkp_i_11; 734.889; 46044; 7856; 52.403; 
NOT LS; nlkp_i_11; 734.886; 46039; 15046; 100.265; 
NOT LS; nlkp_i_11; 734.881; 46041; 11495; 76.593; 
NOT LS; nlkp_i_11; 734.883; 46043; 10253; 68.074; 
NOT LS; nlkp_i_11; 734.868; 46043; 9152; 60.625; 
NOT LS; nlkp_i_11; 734.884; 46041; 14685; 97.95; 
NOT LS; nlkp_i_11; 734.888; 46043; 6308; 42.076; 
Best; nlkp_i_11; 734.889; 46044; 7856; 52.403; 

