NOT LS; nlkp_i_4; 1938.26; 122750; 11287; 93.859; 
NOT LS; nlkp_i_4; 1938.33; 122748; 11564; 96.074; 
NOT LS; nlkp_i_4; 1946.76; 122745; 13583; 113.164; 
NOT LS; nlkp_i_4; 1938.36; 122746; 12189; 102.479; 
NOT LS; nlkp_i_4; 1946.77; 122749; 9161; 77.616; 
NOT LS; nlkp_i_4; 1946.68; 122750; 13625; 113.466; 
NOT LS; nlkp_i_4; 1946.75; 122745; 7278; 61.064; 
NOT LS; nlkp_i_4; 1946.6; 122745; 14177; 119.854; 
NOT LS; nlkp_i_4; 1946.67; 122748; 12054; 100.883; 
NOT LS; nlkp_i_4; 1938.42; 122747; 12153; 101.091; 
Best; nlkp_i_4; 1946.77; 122749; 9161; 77.616; 

