NOT LS; nlkp_i_10; 1692.73; 126993; 12676; 105.99; 
NOT LS; nlkp_i_10; 1692.53; 126997; 13676; 112.982; 
NOT LS; nlkp_i_10; 1692.6; 126995; 12739; 106.656; 
NOT LS; nlkp_i_10; 1692.63; 126998; 14199; 117.976; 
NOT LS; nlkp_i_10; 1692.53; 126999; 11197; 93.178; 
NOT LS; nlkp_i_10; 1692.36; 126997; 10111; 84.666; 
NOT LS; nlkp_i_10; 1692.39; 126998; 13738; 114.105; 
NOT LS; nlkp_i_10; 1692.5; 127000; 11928; 99.273; 
NOT LS; nlkp_i_10; 1692.61; 127000; 11555; 96.191; 
NOT LS; nlkp_i_10; 1692.55; 126996; 11928; 99.474; 
Best; nlkp_i_10; 1692.73; 126993; 12676; 105.99; 

