NOT LS; nlkp_i_18; 1786.24; 122195; 12420; 104.53; 
NOT LS; nlkp_i_18; 1792.34; 122198; 12647; 105.513; 
NOT LS; nlkp_i_18; 1786.05; 122200; 13198; 111.043; 
NOT LS; nlkp_i_18; 1785.62; 122199; 4850; 40.205; 
NOT LS; nlkp_i_18; 1792.81; 122200; 9718; 80.208; 
NOT LS; nlkp_i_18; 1791.05; 122196; 11693; 97.712; 
NOT LS; nlkp_i_18; 1791.09; 122200; 10875; 91.446; 
NOT LS; nlkp_i_18; 1785.39; 122200; 11596; 96.981; 
NOT LS; nlkp_i_18; 1786.15; 122196; 10427; 87.263; 
NOT LS; nlkp_i_18; 1793.34; 122194; 13868; 116.124; 
Best; nlkp_i_18; 1793.34; 122194; 13868; 116.124; 

