NOT LS; nlkp_i_16; 2076.98; 133599; 14044; 118.23; 
NOT LS; nlkp_i_16; 2067.65; 133591; 10541; 87.662; 
NOT LS; nlkp_i_16; 2077.24; 133600; 9475; 79.065; 
NOT LS; nlkp_i_16; 2068.85; 133598; 12757; 106.923; 
NOT LS; nlkp_i_16; 2077.24; 133600; 13196; 109.486; 
NOT LS; nlkp_i_16; 2068.77; 133595; 10902; 91.209; 
NOT LS; nlkp_i_16; 2076.89; 133599; 10882; 90.614; 
NOT LS; nlkp_i_16; 2077.33; 133600; 11883; 99.708; 
NOT LS; nlkp_i_16; 2067.92; 133598; 11911; 99.272; 
NOT LS; nlkp_i_16; 2068.7; 133599; 13239; 112.223; 
Best; nlkp_i_16; 2077.33; 133600; 11883; 99.708; 

