NOT LS; nlkp_i_12; 1722.69; 142899; 8564; 71.246; 
NOT LS; nlkp_i_12; 1722.65; 142899; 13884; 115.384; 
NOT LS; nlkp_i_12; 1729.67; 142900; 13706; 115.252; 
NOT LS; nlkp_i_12; 1729.43; 142900; 12490; 104.05; 
NOT LS; nlkp_i_12; 1722.92; 142900; 6916; 58.058; 
NOT LS; nlkp_i_12; 1729.77; 142897; 13564; 112.894; 
NOT LS; nlkp_i_12; 1722.76; 142897; 12407; 103.245; 
NOT LS; nlkp_i_12; 1730.01; 142898; 13547; 112.377; 
NOT LS; nlkp_i_12; 1729.54; 142893; 14197; 118.074; 
NOT LS; nlkp_i_12; 1722.72; 142898; 14372; 119.541; 
Best; nlkp_i_12; 1730.01; 142898; 13547; 112.377; 

