NOT LS; nlkp_i_11; 1615.16; 142400; 11784; 98.221; 
NOT LS; nlkp_i_11; 1612.88; 142400; 13003; 108.338; 
NOT LS; nlkp_i_11; 1609.65; 142399; 12952; 109.037; 
NOT LS; nlkp_i_11; 1607.63; 142398; 13609; 113.029; 
NOT LS; nlkp_i_11; 1616.42; 142400; 10267; 86.18; 
NOT LS; nlkp_i_11; 1610.23; 142399; 12644; 105.693; 
NOT LS; nlkp_i_11; 1609.63; 142397; 13231; 111.062; 
NOT LS; nlkp_i_11; 1615.86; 142399; 10609; 88.651; 
NOT LS; nlkp_i_11; 1616.49; 142400; 12984; 108.35; 
NOT LS; nlkp_i_11; 1616.41; 142395; 12132; 100.876; 
Best; nlkp_i_11; 1616.49; 142400; 12984; 108.35; 

