NOT LS; nlkp_i_5; 1628.9; 122750; 11681; 96.492; 
NOT LS; nlkp_i_5; 1629.04; 122750; 10593; 88.045; 
NOT LS; nlkp_i_5; 1616.78; 122749; 10430; 87.064; 
NOT LS; nlkp_i_5; 1628.96; 122750; 12585; 105.514; 
NOT LS; nlkp_i_5; 1628.99; 122750; 13982; 115.461; 
NOT LS; nlkp_i_5; 1628.96; 122750; 7922; 65.864; 
NOT LS; nlkp_i_5; 1629.06; 122750; 13368; 110.566; 
NOT LS; nlkp_i_5; 1616.76; 122747; 3273; 27.369; 
NOT LS; nlkp_i_5; 1628.9; 122750; 12326; 101.972; 
NOT LS; nlkp_i_5; 1618.52; 122750; 13207; 109.823; 
Best; nlkp_i_5; 1629.06; 122750; 13368; 110.566; 

