NOT LS; nlkp_i_15; 1618.34; 124599; 2826; 23.661; 
NOT LS; nlkp_i_15; 1618.16; 124600; 9635; 81.023; 
NOT LS; nlkp_i_15; 1616.74; 124599; 8400; 71.067; 
NOT LS; nlkp_i_15; 1618.57; 124597; 12797; 106.655; 
NOT LS; nlkp_i_15; 1618.54; 124599; 10869; 90.869; 
NOT LS; nlkp_i_15; 1618.26; 124595; 10075; 83.858; 
NOT LS; nlkp_i_15; 1619.06; 124597; 9574; 80.466; 
NOT LS; nlkp_i_15; 1618.32; 124597; 3938; 32.776; 
NOT LS; nlkp_i_15; 1618.49; 124599; 10780; 90.123; 
NOT LS; nlkp_i_15; 1618.46; 124599; 13838; 115.485; 
Best; nlkp_i_15; 1619.06; 124597; 9574; 80.466; 

