NOT LS; nlkp_i_17; 1640.86; 125398; 13141; 109.2; 
NOT LS; nlkp_i_17; 1640.88; 125400; 11515; 96.657; 
NOT LS; nlkp_i_17; 1643.26; 125400; 12507; 104.364; 
NOT LS; nlkp_i_17; 1643.33; 125376; 14304; 119.956; 
NOT LS; nlkp_i_17; 1641.34; 125398; 14466; 119.741; 
NOT LS; nlkp_i_17; 1645.22; 125398; 5848; 49.299; 
NOT LS; nlkp_i_17; 1640.85; 125398; 13823; 114.529; 
NOT LS; nlkp_i_17; 1643.34; 125400; 13784; 114.638; 
NOT LS; nlkp_i_17; 1637.59; 125398; 8725; 73.216; 
NOT LS; nlkp_i_17; 1643.34; 125398; 8713; 73.214; 
Best; nlkp_i_17; 1645.22; 125398; 5848; 49.299; 

