LS; nlkp_i_2; 541.731; 43450; 6145; 41.373; 
LS; nlkp_i_2; 548.95; 43448; 9305; 62.102; 
LS; nlkp_i_2; 541.718; 43445; 17468; 116.278; 
LS; nlkp_i_2; 541.707; 43448; 13509; 89.635; 
LS; nlkp_i_2; 541.696; 43445; 17438; 116.235; 
LS; nlkp_i_2; 541.628; 43450; 15130; 101.377; 
LS; nlkp_i_2; 548.758; 43449; 3804; 26.005; 
LS; nlkp_i_2; 541.618; 43448; 17293; 115.22; 
LS; nlkp_i_2; 541.725; 43447; 17389; 116.316; 
LS; nlkp_i_2; 541.666; 43450; 10887; 72.541; 
Best; nlkp_i_2; 548.95; 43448; 9305; 62.102; 

