LS; nlkp_i_11; 735.797; 46050; 10960; 73.15; 
LS; nlkp_i_11; 734.891; 46046; 13709; 91.244; 
LS; nlkp_i_11; 734.849; 46036; 9200; 61.351; 
LS; nlkp_i_11; 734.856; 46047; 8827; 58.274; 
LS; nlkp_i_11; 734.861; 46050; 4651; 31.688; 
LS; nlkp_i_11; 734.892; 46045; 11405; 75.683; 
LS; nlkp_i_11; 734.89; 46040; 16359; 110.044; 
LS; nlkp_i_11; 734.891; 46045; 9678; 64.618; 
LS; nlkp_i_11; 734.886; 46048; 13062; 86.699; 
LS; nlkp_i_11; 734.894; 46048; 3699; 24.691; 
Best; nlkp_i_11; 735.797; 46050; 10960; 73.15; 

