LS; nlkp_i_5; 561.13; 41150; 6577; 43.143; 
LS; nlkp_i_5; 561.132; 41150; 7435; 50.068; 
LS; nlkp_i_5; 561.119; 41150; 4630; 30.825; 
LS; nlkp_i_5; 561.831; 41150; 13102; 86.849; 
LS; nlkp_i_5; 561.121; 41150; 14053; 93.023; 
LS; nlkp_i_5; 561.765; 41150; 17213; 114.061; 
LS; nlkp_i_5; 561.086; 41150; 17840; 118.985; 
LS; nlkp_i_5; 561.193; 41150; 6094; 40.35; 
LS; nlkp_i_5; 561.194; 41150; 14145; 94.007; 
LS; nlkp_i_5; 561.162; 41150; 17407; 116.069; 
Best; nlkp_i_5; 561.831; 41150; 13102; 86.849; 

