LS; nlkp_i_6; 533.786; 65999; 9462; 63.506; 
LS; nlkp_i_6; 533.792; 65997; 14888; 98.24; 
LS; nlkp_i_6; 533.798; 66000; 2189; 14.534; 
LS; nlkp_i_6; 533.793; 65996; 9922; 65.594; 
LS; nlkp_i_6; 533.771; 65998; 14925; 99.9; 
LS; nlkp_i_6; 533.787; 65999; 12978; 86.413; 
LS; nlkp_i_6; 533.791; 65997; 11226; 73.985; 
LS; nlkp_i_6; 533.792; 65999; 16615; 110.755; 
LS; nlkp_i_6; 533.792; 65996; 4509; 30.149; 
LS; nlkp_i_6; 533.792; 65999; 11235; 74.538; 
Best; nlkp_i_6; 533.798; 66000; 2189; 14.534; 

