LS; nlkp_i_0; 1510.24; 115199; 11837; 102.803; 
LS; nlkp_i_0; 1510.72; 115195; 13850; 119.033; 
LS; nlkp_i_0; 1504.83; 115196; 12873; 112.758; 
LS; nlkp_i_0; 1510.55; 115200; 1145; 10.128; 
LS; nlkp_i_0; 1510.51; 115197; 10634; 93.171; 
LS; nlkp_i_0; 1504.99; 115199; 13503; 118.75; 
LS; nlkp_i_0; 1510.56; 115185; 12955; 112.803; 
LS; nlkp_i_0; 1510.33; 115198; 13471; 117.389; 
LS; nlkp_i_0; 1510.65; 115199; 11720; 102.942; 
LS; nlkp_i_0; 1510.26; 115200; 4202; 36.21; 
Best; nlkp_i_0; 1510.72; 115195; 13850; 119.033; 

