LS; nlkp_i_8; 1524.76; 121396; 10028; 87.62; 
LS; nlkp_i_8; 1524.51; 121498; 9251; 80.376; 
LS; nlkp_i_8; 1526.4; 121500; 3122; 27.488; 
LS; nlkp_i_8; 1521.97; 121498; 10970; 95.441; 
LS; nlkp_i_8; 1526.57; 121493; 12855; 112.125; 
LS; nlkp_i_8; 1524.7; 121500; 8441; 73.742; 
LS; nlkp_i_8; 1524.7; 121494; 13025; 113.711; 
LS; nlkp_i_8; 1526.1; 121493; 9501; 83.119; 
LS; nlkp_i_8; 1526.4; 121497; 8086; 70.597; 
LS; nlkp_i_8; 1526.42; 121496; 11680; 102.287; 
Best; nlkp_i_8; 1526.57; 121493; 12855; 112.125; 

