LS; nlkp_i_11; 1616.43; 142400; 13944; 118.899; 
LS; nlkp_i_11; 1612.79; 142391; 7129; 61.273; 
LS; nlkp_i_11; 1616.58; 142400; 11263; 96.69; 
LS; nlkp_i_11; 1612.78; 142397; 12444; 106.47; 
LS; nlkp_i_11; 1612.88; 142399; 12675; 108.727; 
LS; nlkp_i_11; 1616.66; 142400; 11037; 93.778; 
LS; nlkp_i_11; 1615.59; 142400; 12418; 106.739; 
LS; nlkp_i_11; 1607.68; 141640; 1217; 10.413; 
LS; nlkp_i_11; 1610.2; 142383; 6740; 57.93; 
LS; nlkp_i_11; 1615.62; 142400; 11730; 99.427; 
Best; nlkp_i_11; 1616.66; 142400; 11037; 93.778; 

